期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%)
2008M08,"2,339,345",24.67,"4,448,084",24.90,"286,283",10.57,"2,035,683",39.35,"1,921,214",27.98,"1,317,207",18.14,"131,848",13.31,"1,095,193",11.11,"9,719,288",3.44,"7,246,975",-0.81,-,-,-,-,"401,976",1.03,"431,701",-0.15,"9,111,069",3.75,"5,252,137",5.20,"206,243",-4.66,"1,563,139",-16.92
2008M09,"2,402,620",26.84,"4,446,016",26.42,"285,513",10.28,"1,967,882",39.19,"1,982,224",30.55,"1,371,036",22.39,"134,883",15.45,"1,107,098",12.63,"9,829,602",4.81,"7,314,500",0.33,-,-,-,-,"401,825",1.04,"431,672",0.03,"9,222,066",5.22,"5,319,146",6.56,"205,711",-4.85,"1,563,682",-16.24
2008M10,"2,542,531",31.55,"4,695,628",28.15,"294,453",11.93,"2,059,369",33.45,"2,111,409",36.13,"1,495,373",33.85,"136,669",15.28,"1,140,888",13.65,"10,031,593",7.37,"7,439,401",2.27,-,-,-,-,"401,433",1.03,"431,343",0.10,"9,425,234",7.97,"5,460,470",9.62,"204,926",-5.49,"1,547,587",-16.89
2008M11,"2,643,397",35.44,"4,866,586",28.39,"294,760",10.92,"2,127,611",30.82,"2,209,374",41.09,"1,546,569",38.10,"139,263",16.04,"1,192,407",14.20,"10,133,836",8.77,"7,498,666",3.50,-,-,-,-,"401,185",0.98,"431,296",0.08,"9,528,082",9.46,"5,530,102",11.00,"204,569",-4.98,"1,537,266",-16.07
2008M12,"2,648,731",32.64,"4,868,978",25.38,"295,162",10.09,"2,182,062",31.53,"2,215,474",37.61,"1,533,631",33.00,"138,095",16.20,"1,153,285",7.64,"10,315,071",10.99,"7,618,540",5.64,-,-,-,-,"401,242",0.95,"431,317",0.26,"9,708,600",11.83,"5,650,039",13.60,"205,229",-4.25,"1,537,187",-14.97
2009M01,"2,614,086",27.28,"4,820,313",21.22,"292,623",8.49,"2,215,669",28.43,"2,183,505",31.29,"1,499,198",25.87,"137,958",14.05,"1,105,447",4.25,"10,356,559",11.25,"7,631,756",6.36,-,-,-,-,"401,655",0.93,"431,823",0.35,"9,749,151",12.09,"5,565,495",11.69,"205,753",-3.61,"1,634,437",-7.25
2009M02,"2,586,841",21.99,"4,798,689",16.21,"292,205",7.58,"2,232,357",23.61,"2,153,159",24.78,"1,451,960",20.49,"141,477",14.79,"1,114,372",-0.35,"10,405,677",10.57,"7,628,848",6.18,-,-,-,-,"402,427",0.91,"432,700",0.85,"9,797,191",11.35,"5,574,741",10.22,"206,059",-3.49,"1,621,406",-4.51
2009M03,"2,524,599",16.39,"4,762,628",10.40,"293,434",5.06,"2,256,189",13.16,"2,089,132",18.37,"1,401,348",13.84,"142,033",13.75,"1,105,093",1.44,"10,366,177",9.91,"7,604,313",6.08,-,-,-,-,"402,775",0.94,"432,913",0.92,"9,756,577",10.62,"5,653,035",11.53,"206,825",-2.91,"1,518,367",-9.13
2009M04,"2,479,281",13.32,"4,748,533",6.93,"299,527",5.48,"2,284,666",8.28,"2,036,028",14.45,"1,343,679",9.39,"143,726",15.06,"1,120,188",1.61,"10,317,493",8.92,"7,568,859",5.48,-,-,-,-,"402,412",0.92,"432,586",0.93,"9,708,644",9.54,"5,626,125",10.34,"206,437",-2.14,"1,510,149",-8.37
2009M05,"2,425,117",10.38,"4,685,587",5.06,"302,653",6.76,"2,260,584",5.49,"1,976,607",10.54,"1,284,477",5.23,"145,857",16.22,"1,140,527",4.00,"10,265,349",7.87,"7,532,807",4.77,-,-,-,-,"401,936",0.93,"432,211",0.95,"9,657,164",8.41,"5,592,274",9.01,"206,249",-1.79,"1,508,321",-7.57
2009M06,"2,388,105",9.38,"4,685,468",5.87,"310,489",9.73,"2,241,704",5.36,"1,930,227",8.76,"1,266,075",4.31,"147,390",17.41,"1,177,735",8.61,"10,205,811",6.97,"7,489,919",4.14,-,-,-,-,"401,837",0.93,"432,009",0.95,"9,596,742",7.42,"5,562,597",8.08,"207,232",-0.63,"1,495,313",-7.56
2009M07,"2,388,603",5.91,"4,692,391",3.42,"321,643",13.15,"2,260,804",3.73,"1,917,044",4.10,"1,247,268",-1.32,"149,916",15.89,"1,184,320",8.30,"10,158,844",5.56,"7,459,590",3.49,-,-,-,-,"402,736",0.95,"432,680",0.93,"9,544,147",5.84,"5,532,211",6.40,"211,961",2.13,"1,494,699",-5.38
2009M08,"2,320,395",-0.81,"4,578,226",2.93,"323,674",13.06,"2,141,736",5.21,"1,845,583",-3.94,"1,234,036",-6.31,"151,138",14.63,"1,202,453",9.79,"10,032,048",3.22,"7,422,033",2.42,-,-,-,-,"405,812",0.95,"435,483",0.88,"9,416,252",3.35,"5,505,957",4.83,"209,984",1.81,"1,480,592",-5.28
2009M09,"2,346,997",-2.32,"4,559,573",2.55,"327,271",14.63,"2,131,017",8.29,"1,867,223",-5.80,"1,208,146",-11.88,"152,503",13.06,"1,220,409",10.23,"10,083,844",2.59,"7,402,613",1.20,-,-,-,-,"405,720",0.97,"435,304",0.84,"9,466,483",2.65,"5,492,194",3.25,"211,641",2.88,"1,475,116",-5.66
2009M10,"2,353,159",-7.45,"4,593,561",-2.17,"335,787",14.04,"2,154,391",4.61,"1,862,552",-11.79,"1,207,091",-19.28,"154,820",13.28,"1,232,080",7.99,"9,993,268",-0.38,"7,336,572",-1.38,-,-,-,-,"405,468",1.01,"435,059",0.86,"9,374,887",-0.53,"5,445,433",-0.28,"212,913",3.90,"1,456,079",-5.91
2009M11,"2,344,988",-11.29,"4,663,625",-4.17,"343,126",16.41,"2,177,143",2.33,"1,845,009",-16.49,"1,199,457",-22.44,"156,853",12.63,"1,287,022",7.93,"9,921,877",-2.09,"7,281,510",-2.90,-,-,-,-,"405,318",1.03,"435,100",0.88,"9,300,902",-2.38,"5,405,840",-2.25,"215,657",5.42,"1,440,571",-6.29
2009M12,"2,334,495",-11.86,"4,789,579",-1.63,"349,366",18.36,"2,220,795",1.78,"1,827,213",-17.52,"1,207,982",-21.23,"157,916",14.35,"1,360,805",17.99,"9,827,300",-4.73,"7,237,852",-5.00,-,-,-,-,"405,604",1.09,"435,108",0.88,"9,204,053",-5.20,"5,352,866",-5.26,"217,643",6.05,"1,449,877",-5.68
2010M01,"2,329,054",-10.90,"4,696,405",-2.57,"359,175",22.74,"2,251,664",1.62,"1,808,076",-17.19,"1,203,914",-19.70,"161,803",17.28,"1,240,827",12.25,"9,785,879",-5.51,"7,214,247",-5.47,-,-,-,-,"406,178",1.13,"435,567",0.87,"9,159,932",-6.04,"5,348,448",-3.90,"219,769",6.81,"1,430,230",-12.49
2010M02,"2,360,978",-8.73,"4,786,225",-0.26,"365,253",25.00,"2,276,804",1.99,"1,830,160",-15.00,"1,214,458",-16.36,"165,565",17.03,"1,294,962",16.21,"9,784,376",-5.97,"7,212,246",-5.46,-,-,-,-,"407,215",1.19,"436,459",0.87,"9,157,024",-6.53,"5,342,798",-4.16,"220,137",6.83,"1,432,989",-11.62
2010M03,"2,373,653",-5.98,"4,888,990",2.65,"374,347",27.57,"2,327,785",3.17,"1,830,007",-12.40,"1,209,768",-13.67,"169,299",19.20,"1,351,439",22.29,"9,780,665",-5.65,"7,223,920",-5.00,-,-,-,-,"407,940",1.28,"436,894",0.92,"9,150,577",-6.21,"5,339,205",-5.55,"222,148",7.41,"1,447,820",-4.65
2010M04,"2,369,922",-4.41,"4,915,459",3.52,"380,582",27.06,"2,340,193",2.43,"1,814,867",-10.86,"1,207,946",-10.10,"174,473",21.39,"1,367,321",22.06,"9,764,925",-5.36,"7,225,042",-4.54,-,-,-,-,"407,813",1.34,"436,670",0.94,"9,132,897",-5.93,"5,326,710",-5.32,"224,215",8.61,"1,461,661",-3.21
2010M05,"2,344,770",-3.31,"4,983,012",6.35,"392,386",29.65,"2,370,727",4.87,"1,773,383",-10.28,"1,200,041",-6.57,"179,001",22.72,"1,412,246",23.82,"9,742,139",-5.10,"7,224,297",-4.10,-,-,-,-,"407,386",1.36,"436,295",0.94,"9,108,212",-5.68,"5,322,817",-4.82,"226,541",9.84,"1,465,181",-2.86
2010M06,"2,343,686",-1.86,"5,029,710",7.35,"407,738",31.32,"2,421,820",8.03,"1,754,076",-9.13,"1,196,278",-5.51,"181,872",23.40,"1,411,611",19.86,"9,724,057",-4.72,"7,240,286",-3.33,-,-,-,-,"407,712",1.46,"436,376",1.01,"9,086,937",-5.31,"5,322,526",-4.32,"229,408",10.70,"1,481,384",-0.93
2010M07,"2,358,034",-1.28,"5,019,410",6.97,"411,709",28.00,"2,371,162",4.88,"1,761,569",-8.11,"1,197,321",-4.00,"184,756",23.24,"1,450,925",22.51,"9,736,240",-4.16,"7,265,958",-2.60,-,-,-,-,"409,065",1.57,"437,538",1.12,"9,096,667",-4.69,"5,340,778",-3.46,"230,508",8.75,"1,487,641",-0.47
2010M08,"2,368,635",2.08,"4,941,702",7.94,"413,385",27.72,"2,298,293",7.31,"1,766,949",-4.26,"1,196,912",-3.01,"188,301",24.59,"1,446,497",20.30,"9,737,079",-2.94,"7,271,848",-2.02,-,-,-,-,"412,723",1.70,"440,312",1.11,"9,092,457",-3.44,"5,342,191",-2.97,"231,899",10.44,"1,489,345",0.59
2010M09,"2,378,519",1.34,"4,838,976",6.13,"410,614",25.47,"2,238,998",5.07,"1,778,621",-4.75,"1,185,179",-1.90,"189,284",24.12,"1,414,800",15.93,"9,729,534",-3.51,"7,283,009",-1.62,-,-,-,-,"412,983",1.79,"440,437",1.18,"9,082,889",-4.05,"5,344,812",-2.68,"233,662",10.40,"1,497,760",1.54
2010M10,"2,391,164",1.62,"4,964,907",8.08,"420,856",25.33,"2,306,468",7.06,"1,776,812",-4.60,"1,198,895",-0.68,"193,496",24.98,"1,459,546",18.46,"9,719,676",-2.74,"7,276,035",-0.83,-,-,-,-,"412,811",1.81,"440,186",1.18,"9,072,111",-3.23,"5,344,359",-1.86,"234,754",10.26,"1,491,490",2.43
2010M11,"2,381,225",1.55,"4,982,746",6.84,"420,849",22.65,"2,289,498",5.16,"1,770,436",-4.04,"1,235,570",3.01,"189,940",21.09,"1,457,678",13.26,"9,716,139",-2.07,"7,281,381",0.00,-,-,-,-,"412,691",1.82,"440,172",1.17,"9,067,757",-2.51,"5,349,042",-1.05,"235,691",9.29,"1,492,164",3.58
2010M12,"2,382,776",2.07,"5,019,184",4.79,"420,196",20.27,"2,318,909",4.42,"1,775,896",-2.81,"1,258,152",4.15,"186,684",18.22,"1,442,120",5.98,"9,686,896",-1.43,"7,267,527",0.41,-,-,-,-,"413,512",1.95,"440,684",1.28,"9,036,117",-1.82,"5,339,792",-0.24,"237,267",9.02,"1,487,052",2.56
2011M01,"2,423,652",4.06,"5,095,412",8.50,"422,137",17.53,"2,392,096",6.24,"1,819,416",0.63,"1,272,785",5.72,"182,099",12.54,"1,430,530",15.29,"9,809,841",0.24,"7,317,020",1.42,-,-,-,-,"506,269",24.64,"468,843",7.64,"9,072,117",-0.96,"5,360,070",0.22,"231,455",5.32,"1,488,106",4.05
2011M02,"2,501,760",5.96,"5,203,773",8.72,"427,858",17.14,"2,428,443",6.66,"1,889,385",3.24,"1,310,580",7.91,"184,517",11.45,"1,464,750",13.11,"9,880,029",0.98,"7,356,653",2.00,-,-,-,-,"506,310",24.33,"470,312",7.76,"9,141,703",-0.17,"5,384,336",0.78,"232,016",5.40,"1,502,006",4.82
2011M03,"2,532,235",6.68,"5,224,389",6.86,"439,664",17.45,"2,446,634",5.11,"1,906,044",4.16,"1,327,807",9.76,"186,527",10.18,"1,449,950",7.29,"9,835,247",0.56,"7,358,152",1.86,-,-,-,-,"417,963",2.46,"443,828",1.59,"9,183,971",0.36,"5,412,385",1.37,"233,313",5.03,"1,501,935",3.74
2011M04,"2,546,314",7.44,"5,293,205",7.68,"436,193",14.61,"2,496,063",6.66,"1,923,250",5.97,"1,334,317",10.46,"186,871",7.11,"1,462,825",6.98,"9,890,314",1.28,"7,402,185",2.45,-,-,-,-,"420,910",3.21,"443,349",1.53,"9,235,645",1.13,"5,443,984",2.20,"233,759",4.26,"1,514,853",3.64
2011M05,"2,541,170",8.38,"5,258,422",5.53,"431,775",10.04,"2,478,868",4.56,"1,922,424",8.40,"1,338,608",11.55,"186,971",4.45,"1,440,946",2.03,"9,934,854",1.98,"7,427,481",2.81,-,-,-,-,"423,309",3.91,"442,668",1.46,"9,276,882",1.85,"5,467,848",2.72,"234,663",3.59,"1,516,963",3.53
2011M06,"2,531,919",8.03,"5,278,606",4.95,"431,070",5.72,"2,481,459",2.46,"1,915,062",9.18,"1,341,836",12.17,"185,787",2.15,"1,455,313",3.10,"9,993,850",2.77,"7,467,032",3.13,-,-,-,-,"431,509",5.84,"442,670",1.44,"9,326,720",2.64,"5,499,485",3.32,"235,621",2.71,"1,524,876",2.94
2011M07,"2,523,678",7.02,"5,226,535",4.13,"415,985",1.04,"2,416,272",1.90,"1,926,572",9.37,"1,354,520",13.13,"181,121",-1.97,"1,455,745",0.33,"10,094,259",3.68,"7,520,612",3.50,-,-,-,-,"440,461",7.68,"443,925",1.46,"9,417,739",3.53,"5,553,455",3.98,"236,059",2.41,"1,523,232",2.39
2011M08,"2,501,455",5.61,"5,171,518",4.65,"402,193",-2.71,"2,339,699",1.80,"1,912,497",8.24,"1,352,303",12.98,"186,765",-0.82,"1,479,517",2.28,"10,190,126",4.65,"7,580,327",4.24,-,-,-,-,"470,042",13.89,"448,626",1.89,"9,483,011",4.30,"5,598,361",4.80,"237,073",2.23,"1,533,340",2.95
2011M09,"2,535,204",6.59,"5,242,321",8.34,"408,327",-0.56,"2,352,393",5.06,"1,935,926",8.84,"1,373,454",15.89,"190,951",0.88,"1,516,474",7.19,"10,268,734",5.54,"7,626,410",4.72,-,-,-,-,"493,942",19.60,"449,768",2.12,"9,537,732",5.01,"5,631,689",5.37,"237,060",1.45,"1,544,952",3.15
2011M10,"2,574,932",7.69,"5,329,607",7.35,"411,031",-2.33,"2,383,862",3.36,"1,972,981",11.04,"1,405,107",17.20,"190,920",-1.33,"1,540,641",5.56,"10,335,072",6.33,"7,652,767",5.18,-,-,-,-,"503,802",22.04,"450,057",2.24,"9,594,835",5.76,"5,661,697",5.94,"236,435",0.72,"1,541,012",3.32
2011M11,"2,588,895",8.72,"5,351,354",7.40,"415,123",-1.36,"2,420,246",5.71,"1,985,225",12.13,"1,396,554",13.03,"188,547",-0.73,"1,534,556",5.27,"10,398,352",7.02,"7,688,175",5.59,-,-,-,-,"507,549",22.99,"450,065",2.25,"9,654,753",6.47,"5,699,089",6.54,"236,050",0.15,"1,539,022",3.14
2011M12,"2,578,469",8.21,"5,406,023",7.71,"412,381",-1.86,"2,453,213",5.79,"1,979,693",11.48,"1,393,479",10.76,"186,395",-0.15,"1,559,333",8.13,"10,471,838",8.10,"7,724,038",6.28,-,-,-,-,"510,082",23.35,"450,390",2.20,"9,727,929",7.66,"5,726,331",7.24,"233,827",-1.45,"1,547,316",4.05
2012M01,"2,622,983",8.22,"5,437,773",6.72,"410,365",-2.79,"2,478,930",3.63,"2,025,232",11.31,"1,395,889",9.67,"187,386",2.90,"1,562,955",9.26,"10,591,035",7.96,"7,763,981",6.11,-,-,-,-,"511,804",1.09,"450,828",-3.84,"9,846,982",8.54,"5,771,243",7.67,"232,249",0.34,"1,541,907",3.62
2012M02,"2,641,721",5.59,"5,524,491",6.16,"411,797",-3.75,"2,514,322",3.54,"2,037,189",7.82,"1,384,273",5.62,"192,735",4.45,"1,625,896",11.00,"10,715,747",8.46,"7,832,341",6.47,-,-,-,-,"514,315",1.58,"451,784",-3.94,"9,967,117",9.03,"5,820,911",8.11,"234,315",0.99,"1,559,643",3.84
2012M03,"2,667,521",5.34,"5,612,571",7.43,"421,279",-4.18,"2,587,293",5.75,"2,052,046",7.66,"1,376,688",3.68,"194,196",4.11,"1,648,588",13.70,"10,780,639",9.61,"7,861,428",6.84,-,-,-,-,"515,751",23.40,"452,210",1.89,"10,035,378",9.27,"5,845,596",8.00,"229,510",-1.63,"1,563,622",4.11
2012M04,"2,651,799",4.14,"5,648,323",6.71,"422,351",-3.17,"2,621,623",5.03,"2,037,250",5.93,"1,374,774",3.03,"192,198",2.85,"1,651,925",12.93,"10,797,730",9.17,"7,857,936",6.16,-,-,-,-,"515,907",22.57,"451,915",1.93,"10,061,126",8.94,"5,845,156",7.37,"220,697",-5.59,"1,560,863",3.04
2012M05,"2,609,723",2.70,"5,563,452",5.80,"417,411",-3.33,"2,572,625",3.78,"2,000,426",4.06,"1,345,979",0.55,"191,886",2.63,"1,644,845",14.15,"10,650,750",7.21,"7,768,728",4.59,-,-,-,-,"515,524",21.78,"451,342",1.96,"9,915,321",6.88,"5,756,421",5.28,"219,905",-6.29,"1,560,966",2.90
2012M06,"2,620,936",3.52,"5,605,874",6.20,"413,276",-4.13,"2,575,917",3.81,"2,013,139",5.12,"1,347,974",0.46,"194,521",4.70,"1,681,986",15.58,"10,837,464",8.44,"7,833,121",4.90,-,-,-,-,"516,394",19.67,"451,594",2.02,"10,100,864",8.30,"5,839,189",6.18,"220,206",-6.54,"1,542,338",1.15
2012M07,"2,632,046",4.29,"5,583,644",6.83,"403,490",-3.00,"2,479,805",2.63,"2,034,306",5.59,"1,370,876",1.21,"194,250",7.25,"1,732,961",19.04,"10,915,095",8.13,"7,860,173",4.52,-,-,-,-,"518,182",17.65,"452,486",1.93,"10,179,122",8.08,"5,870,991",5.72,"217,791",-7.74,"1,536,694",0.88
2012M08,"2,660,680",6.37,"5,552,593",7.37,"400,081",-0.53,"2,440,240",4.30,"2,070,803",8.28,"1,387,202",2.58,"189,796",1.62,"1,725,150",16.60,"11,014,944",8.09,"7,908,191",4.33,-,-,-,-,"523,709",11.42,"455,833",1.61,"10,273,779",8.34,"5,916,889",5.69,"217,456",-8.27,"1,535,468",0.14
2012M09,"2,684,604",5.89,"5,516,895",5.24,"399,239",-2.23,"2,423,192",3.01,"2,096,408",8.29,"1,387,979",1.06,"188,957",-1.04,"1,705,729",12.48,"11,175,741",8.83,"7,928,955",3.97,-,-,-,-,"524,355",6.16,"455,718",1.32,"10,434,684",9.40,"5,932,802",5.35,"216,702",-8.59,"1,540,433",-0.29
2012M10,"2,707,392",5.14,"5,507,337",3.33,"408,111",-0.71,"2,457,511",3.09,"2,106,478",6.77,"1,378,948",-1.86,"192,803",0.99,"1,670,878",8.45,"11,362,813",9.94,"7,952,769",3.92,-,-,-,-,"524,590",4.13,"455,393",1.19,"10,610,047",10.58,"5,943,312",4.97,"228,176",-3.49,"1,554,064",0.85
2012M11,"2,708,677",4.63,"5,514,654",3.05,"412,434",-0.65,"2,487,719",2.79,"2,106,628",6.12,"1,373,099",-1.68,"189,615",0.57,"1,653,837",7.77,"11,479,095",10.39,"7,966,103",3.62,-,-,-,-,"524,305",3.30,"455,173",1.13,"10,737,297",11.21,"5,958,810",4.56,"217,493",-7.86,"1,552,118",0.85
2012M12,"2,707,142",4.99,"5,444,074",0.70,"410,157",-0.54,"2,453,063",-0.01,"2,108,809",6.52,"1,339,098",-3.90,"188,176",0.96,"1,651,913",5.94,"11,605,734",10.83,"7,982,147",3.34,-,-,-,-,"525,150",2.95,"455,326",1.10,"10,863,298",11.67,"5,971,576",4.28,"217,286",-7.07,"1,555,244",0.51
2013M01,"2,737,388",4.36,"5,407,728",-0.55,"412,228",0.45,"2,497,975",0.77,"2,136,233",5.48,"1,322,988",-5.22,"188,927",0.82,"1,586,766",1.52,"11,670,523",10.19,"8,009,324",3.16,-,-,-,-,"436,935",-14.63,"455,518",1.04,"11,015,065",11.86,"6,008,908",4.12,"218,523",-5.91,"1,544,895",0.19
2013M02,"2,806,046",6.22,"5,396,451",-2.32,"407,185",-1.12,"2,489,048",-1.01,"2,209,202",8.44,"1,331,996",-3.78,"189,659",-1.60,"1,575,408",-3.11,"11,852,202",10.61,"8,045,707",2.72,-,-,-,-,"437,362",-14.96,"456,864",1.12,"11,196,615",12.34,"6,027,335",3.55,"218,225",-6.87,"1,561,506",0.12
2013M03,"2,821,007",5.75,"5,389,446",-3.98,"410,029",-2.67,"2,505,036",-3.18,"2,219,965",8.18,"1,325,502",-3.72,"191,013",-1.64,"1,558,908",-5.44,"11,990,813",11.23,"8,072,210",2.68,-,-,-,-,"437,799",-15.11,"457,370",1.14,"11,334,698",12.95,"6,052,321",3.54,"218,316",-4.88,"1,562,519",-0.07
2013M04,"2,818,224",6.28,"5,401,736",-4.37,"414,913",-1.76,"2,524,322",-3.71,"2,212,608",8.61,"1,313,547",-4.45,"190,703",-0.78,"1,563,865",-5.33,"12,069,224",11.78,"8,091,375",2.97,-,-,-,-,"437,473",-15.20,"457,134",1.15,"11,413,374",13.44,"6,062,592",3.72,"218,377",-1.05,"1,571,649",0.69
2013M05,"2,807,931",7.59,"5,372,960",-3.42,"414,986",-0.58,"2,505,151",-2.62,"2,202,285",10.09,"1,304,823",-3.06,"190,660",-0.64,"1,562,985",-4.98,"12,134,579",13.93,"8,095,799",4.21,-,-,-,-,"436,771",-15.28,"456,491",1.14,"11,479,336",15.77,"6,067,659",5.41,"218,472",-0.65,"1,571,650",0.68
2013M06,"2,801,520",6.89,"5,449,019",-2.80,"418,938",1.37,"2,530,859",-1.75,"2,190,653",8.82,"1,308,736",-2.91,"191,929",-1.33,"1,609,422",-4.31,"12,195,178",12.53,"8,108,439",3.51,-,-,-,-,"437,388",-15.30,"456,687",1.13,"11,539,521",14.24,"6,079,782",4.12,"218,269",-0.88,"1,571,970",1.92
2013M07,"2,812,520",6.86,"5,395,223",-3.37,"413,027",2.36,"2,484,408",0.19,"2,206,287",8.45,"1,327,874",-3.14,"193,206",-0.54,"1,582,940",-8.66,"12,298,541",12.67,"8,122,963",3.34,-,-,-,-,"438,780",-15.32,"457,729",1.16,"11,641,005",14.36,"6,102,793",3.95,"218,756",0.44,"1,562,437",1.68
2013M08,"2,826,455",6.23,"5,354,244",-3.57,"407,411",1.83,"2,415,326",-1.02,"2,226,140",7.50,"1,242,755",-10.41,"192,904",1.64,"1,696,163",-1.68,"12,397,563",12.55,"8,142,152",2.96,-,-,-,-,"442,129",-15.58,"460,515",1.03,"11,737,059",14.24,"6,130,244",3.61,"218,375",0.42,"1,551,391",1.04
2013M09,"2,821,262",5.09,"5,306,527",-3.81,"397,494",-0.44,"2,347,250",-3.13,"2,230,715",6.41,"1,351,627",-2.62,"193,053",2.17,"1,607,649",-5.75,"12,439,047",11.30,"8,154,497",2.84,-,-,-,-,"442,039",-15.70,"460,417",1.03,"11,784,513",12.94,"6,146,238",3.60,"212,495",-1.94,"1,547,842",0.48
2013M10,"2,822,277",4.24,"5,332,537",-3.17,"398,207",-2.43,"2,387,656",-2.84,"2,231,735",5.95,"1,350,756",-2.04,"192,335",-0.24,"1,594,124",-4.59,"12,464,953",9.70,"8,152,942",2.52,-,-,-,-,"441,528",-15.83,"459,858",0.98,"11,815,072",11.36,"6,155,219",3.57,"208,353",-8.69,"1,537,864",-1.04
2013M11,"2,813,823",3.88,"5,323,052",-3.47,"400,186",-2.97,"2,407,039",-3.24,"2,222,334",5.49,"1,342,116",-2.26,"191,303",0.89,"1,573,896",-4.83,"12,488,709",8.80,"8,144,633",2.24,-,-,-,-,"441,377",-15.82,"459,626",0.98,"11,839,368",10.26,"6,156,571",3.32,"207,964",-4.38,"1,528,436",-1.53
2013M12,"2,790,235",3.07,"5,275,529",-3.10,"402,984",-1.75,"2,390,385",-2.56,"2,196,944",4.18,"1,326,784",-0.92,"190,307",1.13,"1,558,360",-5.66,"12,483,294",7.56,"8,099,824",1.47,-,-,-,-,"442,258",-15.78,"459,812",0.99,"11,834,048",8.94,"6,138,820",2.80,"206,988",-4.74,"1,501,188",-3.48
2014M01,"2,858,706",4.43,"5,287,197",-2.23,"394,513",-4.30,"2,346,512",-6.06,"2,262,951",5.93,"1,334,978",0.91,"201,242",6.52,"1,605,707",1.19,"12,590,224",7.88,"8,129,964",1.51,-,-,-,-,"442,629",1.30,"459,968",0.98,"11,941,396",8.41,"6,176,363",2.79,"206,199",-5.64,"1,493,631",-3.32
2014M02,"2,903,329",3.47,"5,320,213",-1.41,"391,836",-3.77,"2,350,297",-5.57,"2,306,964",4.43,"1,340,093",0.61,"204,529",7.84,"1,629,825",3.45,"12,706,010",7.20,"8,162,606",1.45,-,-,-,-,"443,240",1.34,"460,398",0.77,"12,055,890",7.67,"6,204,299",2.94,"206,880",-5.20,"1,497,910",-4.07
2014M03,"2,913,829",3.29,"5,333,987",-1.03,"391,709",-4.47,"2,346,070",-6.35,"2,316,116",4.33,"1,346,893",1.61,"206,004",7.85,"1,641,024",5.27,"12,768,328",6.48,"8,160,727",1.10,-,-,-,-,"443,734",1.36,"460,520",0.69,"12,117,626",6.91,"6,224,320",2.84,"206,968",-5.20,"1,475,886",-5.54
2014M04,"2,910,669",3.28,"5,389,021",-0.24,"396,613",-4.41,"2,412,068",-4.45,"2,308,294",4.32,"1,342,555",2.21,"205,762",7.90,"1,634,398",4.51,"12,822,851",6.24,"8,158,789",0.83,-,-,-,-,"443,361",1.35,"460,078",0.64,"12,172,658",6.65,"6,243,123",2.98,"206,832",-5.29,"1,455,585",-7.38
2014M05,"2,899,467",3.26,"5,361,146",-0.22,"391,909",-5.56,"2,378,612",-5.05,"2,300,913",4.48,"1,336,020",2.39,"206,645",8.38,"1,646,513",5.34,"12,876,419",6.11,"8,154,499",0.73,-,-,-,-,"441,836",1.16,"459,449",0.65,"12,227,421",6.52,"6,261,054",3.19,"207,162",-5.18,"1,433,994",-8.76
2014M06,"2,876,560",2.68,"5,364,745",-1.55,"390,370",-6.82,"2,389,493",-5.59,"2,286,644",4.38,"1,325,751",1.30,"199,546",3.97,"1,649,502",2.49,"12,925,463",5.99,"8,139,512",0.38,-,-,-,-,"442,405",1.15,"459,433",0.60,"12,278,342",6.40,"6,277,054",3.24,"204,716",-6.21,"1,403,023",-10.75
2014M07,"2,889,003",2.72,"5,310,674",-1.57,"385,638",-6.63,"2,384,116",-4.04,"2,305,548",4.50,"1,339,617",0.88,"197,817",2.39,"1,586,942",0.25,"13,016,154",5.83,"8,170,655",0.59,-,-,-,-,"443,665",1.11,"460,103",0.52,"12,366,883",6.24,"6,313,578",3.45,"205,606",-6.01,"1,396,972",-10.59
