期間,遷入-合計_原始值,遷入-合計_年增率(%),遷入-自外國_原始值,遷入-自外國_年增率(%),遷入-新北市_原始值,遷入-新北市_年增率(%),遷入-臺北市_原始值,遷入-臺北市_年增率(%),遷入-臺中市_原始值,遷入-臺中市_年增率(%),遷入-臺南市_原始值,遷入-臺南市_年增率(%),遷入-高雄市_原始值,遷入-高雄市_年增率(%),遷入-臺灣省_原始值,遷入-臺灣省_年增率(%),遷入-福建省_原始值,遷入-福建省_年增率(%),遷入-其他省市_原始值,遷入-其他省市_年增率(%),遷入-自本省他縣市_原始值,遷入-自本省他縣市_年增率(%),遷入-自本縣市他鄉鎮市區_原始值,遷入-自本縣市他鄉鎮市區_年增率(%),遷入-初設戶籍_原始值,遷入-初設戶籍_年增率(%),遷入-其他_原始值,遷入-其他_年增率(%),遷出-合計_原始值,遷出-合計_年增率(%),遷出-往外國_原始值,遷出-往外國_年增率(%),遷出-新北市_原始值,遷出-新北市_年增率(%),遷出-臺北市_原始值,遷出-臺北市_年增率(%),遷出-臺中市_原始值,遷出-臺中市_年增率(%),遷出-臺南市_原始值,遷出-臺南市_年增率(%),遷出-高雄市_原始值,遷出-高雄市_年增率(%),遷出-臺灣省_原始值,遷出-臺灣省_年增率(%),遷出-福建省_原始值,遷出-福建省_年增率(%),遷出-其他省市_原始值,遷出-其他省市_年增率(%),遷出-自本省他縣市_原始值,遷出-自本省他縣市_年增率(%),遷出-自本縣市他鄉鎮市區_原始值,遷出-自本縣市他鄉鎮市區_年增率(%),遷出-廢止戶籍_原始值,遷出-廢止戶籍_年增率(%),遷出-其他_原始值,遷出-其他_年增率(%),鄉鎮區內住址變更人數 -遷入_原始值,鄉鎮區內住址變更人數 -遷入_年增率(%),鄉鎮區內住址變更人數 -遷出_原始值,鄉鎮區內住址變更人數 -遷出_年增率(%),淨遷入_原始值,淨遷入_年增率(%)
2013M03,"95,224",-8.33,"3,220",-12.78,"8,876",-12.54,"6,225",-7.90,"3,216",-9.74,"2,056",-12.84,"3,414",-10.84,"10,547",-15.34,321,-6.14,0,--,"7,027",-5.73,"48,189",-6.17,"2,124",11.91,9,-25.00,"94,293",-8.81,"4,430",-12.09,"8,115",-14.91,"7,010",-17.68,"3,787",-14.28,"2,231",-10.00,"2,954",-7.60,"9,526",-5.92,998,-16.06,0,--,"7,025",-5.76,"48,171",-6.20,20,-75.61,26,160.00,"50,864",-4.53,"50,864",-4.53,931,-
2013M04,"89,296",-2.35,"3,348",-7.49,"8,642",-5.51,"5,972",-5.00,"3,145",-4.00,"2,031",0.49,"3,128",-1.36,"10,260",-3.88,332,11.04,1,0.00,"6,631",-3.31,"44,439",-0.49,"1,345",-5.55,22,120.00,"88,751",-1.58,"4,226",12.60,"7,859",-5.11,"6,455",-10.37,"3,661",-3.91,"2,170",1.35,"2,914",-1.89,"9,347",-0.90,"1,045",0.87,0,--,"6,624",-3.40,"44,400",-0.57,20,-31.03,30,130.77,"45,820",-2.05,"45,820",-2.05,545,-
2013M05,"103,755",-0.02,"3,392",-2.84,"10,084",-0.57,"7,929",4.71,"3,494",3.04,"2,295",7.49,"3,416",3.14,"11,838",-1.22,316,-7.60,0,-100.00,"7,911",5.52,"50,867",-0.99,"2,209",-12.65,4,-42.86,"102,449",0.61,"4,243",5.42,"10,250",-1.16,"8,148",-5.94,"4,392",4.70,"2,066",2.38,"3,221",10.42,"10,439",4.66,855,15.38,0,-100.00,"7,907",5.47,"50,873",-0.98,29,-12.12,26,52.94,"53,165",-3.44,"53,165",-3.44,"1,306",-
2013M06,"87,265",-2.92,"2,966",-17.77,"8,676",-0.63,"6,337",-3.53,"2,900",-6.30,"1,872",0.75,"2,855",-2.13,"9,690",-4.06,307,18.08,0,-100.00,"6,404",-3.89,"43,541",-1.61,"1,714",-6.29,3,0.00,"85,652",-2.99,"3,016",-20.65,"8,176",-5.52,"6,593",-6.92,"3,497",-3.16,"1,962",6.57,"2,717",-1.06,"8,979",1.45,713,-3.91,0,--,"6,406",-3.84,"43,540",-1.61,29,-12.12,24,41.18,"44,074",-5.75,"44,074",-5.75,"1,613",-
2013M07,"104,068",-3.76,"4,164",-6.30,"9,813",-1.18,"7,795",-1.30,"3,800",-2.36,"2,320",-4.25,"3,643",-7.26,"11,539",-8.11,305,23.48,1,-75.00,"7,648",-6.60,"50,606",-2.66,"2,396",-8.41,38,245.45,"101,160",-3.50,"3,633",-1.57,"9,686",-5.44,"7,266",-6.26,"4,324",-3.03,"2,333",-2.83,"3,564",-2.52,"11,055",0.26,984,-26.51,0,--,"7,641",-6.69,"50,606",-2.66,37,-22.92,31,-3.12,"50,553",-5.52,"50,553",-5.52,"2,908",-
2013M08,"101,200",-11.81,"2,965",-9.41,"9,218",-14.94,"7,785",-5.64,"3,714",-9.30,"2,323",-9.75,"3,678",-9.72,"11,632",-14.15,300,-2.60,2,100.00,"7,450",-14.15,"49,881",-11.72,"2,228",-13.91,24,33.33,"100,118",-11.85,"4,070",-11.60,"9,818",-10.73,"6,707",-18.72,"4,368",-7.63,"2,291",-12.46,"3,495",-9.60,"11,054",-8.52,915,-19.74,0,--,"7,455",-14.09,"49,880",-11.73,39,-36.07,26,-31.58,"49,480",-15.30,"49,480",-15.30,"1,082",-
2013M09,"99,319",5.52,"2,683",2.17,"9,291",9.28,"8,051",7.89,"3,414",8.24,"2,210",8.71,"3,420",7.75,"10,954",6.42,327,25.77,1,--,"7,005",9.68,"50,448",3.48,"1,506",2.52,9,-35.71,"100,177",4.96,"5,017",-5.89,"9,951",10.11,"7,269",1.98,"3,680",11.35,"2,206",25.48,"3,154",1.51,"9,984",9.63,"1,420",-1.25,0,--,"7,004",9.66,"50,447",3.48,30,-57.14,15,-44.44,"52,586",2.40,"52,586",2.40,-858,-
2013M10,"84,306",0.35,"3,383",-1.20,"7,949",0.86,"5,813",3.60,"3,046",-3.49,"1,860",2.31,"2,869",-2.32,"9,469",1.51,273,30.00,0,--,"6,117",-3.23,"41,637",0.27,"1,882",4.85,8,14.29,"84,015",0.76,"4,918",8.52,"7,562",0.75,"6,196",0.55,"3,334",3.57,"1,692",-8.59,"2,797",11.35,"8,858",3.60,840,-26.19,0,--,"6,117",-3.24,"41,631",0.25,46,4.55,24,20.00,"44,439",0.31,"44,439",0.31,291,-
2013M11,"76,978",-2.29,"3,408",-0.55,"7,220",-1.74,"5,213",2.52,"2,775",1.91,"1,654",-6.34,"2,797",3.17,"8,719",-1.74,248,45.88,0,--,"5,657",1.78,"37,799",-3.35,"1,478",-25.80,10,-41.18,"75,219",-2.59,"3,080",-18.45,"6,961",0.55,"5,700",-4.14,"3,162",3.60,"1,713",2.03,"2,410",-0.12,"7,994",2.37,685,-19.88,0,--,"5,657",1.78,"37,804",-3.34,28,-58.21,25,-16.67,"39,153",-5.73,"39,153",-5.73,"1,759",-
2013M12,"84,424",7.90,"4,150",20.36,"7,950",6.84,"5,619",4.99,"3,152",7.80,"1,965",11.46,"2,827",2.24,"9,132",2.07,225,25.70,0,--,"6,042",10.20,"41,500",8.63,"1,854",6.92,8,33.33,"81,833",6.55,"3,376",-8.68,"7,287",2.66,"6,185",4.74,"3,327",5.99,"1,804",4.76,"2,602",6.90,"8,795",7.28,871,-0.23,0,--,"6,042",10.22,"41,501",8.64,22,-45.00,21,61.54,"41,496",1.32,"41,496",1.32,"2,591",-
2014M01,"77,521",-11.25,"3,066",-0.52,"7,197",-8.92,"5,061",-11.75,"2,913",-7.47,"1,765",-13.94,"2,769",-15.06,"8,767",-12.47,293,20.08,2,100.00,"5,642",-13.77,"38,384",-10.93,"1,653",-26.79,9,-25.00,"75,304",-12.14,"2,473",-32.65,"6,665",-12.05,"5,573",-9.25,"3,301",-14.24,"1,775",-14.62,"2,492",-10.84,"8,192",-9.17,767,-13.63,0,--,"5,643",-13.76,"38,381",-10.93,18,-28.00,24,4.35,"37,872",-13.47,"37,872",-13.47,"2,217",-
2014M02,"77,189",16.04,"2,803",0.65,"7,238",17.73,"4,744",12.79,"2,794",12.39,"1,842",19.30,"2,875",22.50,"8,761",13.09,333,29.07,9,--,"6,291",15.88,"37,794",17.76,"1,522",3.61,183,"1,730.00","75,583",14.80,"2,780",-21.54,"6,260",12.27,"5,253",12.85,"3,355",19.95,"1,814",12.60,"2,668",13.15,"8,422",19.63,809,15.90,5,--,"6,288",15.82,"37,768",17.69,23,-17.86,138,885.71,"37,545",10.31,"37,545",10.31,"1,606",-
2014M03,"96,549",1.39,"3,190",-0.93,"9,278",4.53,"6,069",-2.51,"3,585",11.47,"2,087",1.51,"3,793",11.10,"10,598",0.48,354,10.28,5,--,"7,592",8.04,"48,390",0.42,"1,430",-32.67,178,"1,877.78","98,207",4.15,"6,353",43.41,"7,764",-4.33,"6,840",-2.43,"4,033",6.50,"2,258",1.21,"3,081",4.30,"10,865",14.06,920,-7.82,5,--,"7,592",8.07,"48,389",0.45,19,-5.00,88,238.46,"48,254",-5.13,"48,254",-5.13,"-1,658",-
2014M04,"99,151",11.04,"3,325",-0.69,"10,095",16.81,"6,641",11.20,"3,841",22.13,"2,279",12.21,"3,848",23.02,"10,847",5.72,376,13.25,1,0.00,"8,005",20.72,"48,240",8.55,"1,469",9.22,184,736.36,"99,190",11.76,"4,888",15.66,"8,268",5.20,"7,228",11.98,"4,190",14.45,"2,186",0.74,"3,149",8.06,"11,928",27.61,978,-6.41,0,--,"8,005",20.85,"48,240",8.65,24,20.00,106,253.33,"50,732",10.72,"50,732",10.72,-39,-
2014M05,"109,538",5.57,"3,162",-6.78,"10,611",5.23,"8,361",5.45,"4,138",18.43,"2,525",10.02,"4,098",19.96,"11,882",0.37,390,23.42,0,--,"8,890",12.38,"53,463",5.10,"1,868",-15.44,150,"3,650.00","108,074",5.49,"3,633",-14.38,"10,335",0.83,"8,036",-1.37,"4,307",-1.94,"2,265",9.63,"3,184",-1.15,"12,973",24.27,905,5.85,0,--,"8,890",12.43,"53,462",5.09,4,-86.21,80,207.69,"55,230",3.88,"55,230",3.88,"1,464",-
2014M06,"95,551",9.50,"3,333",12.37,"9,253",6.65,"6,796",7.24,"3,622",24.90,"2,089",11.59,"3,366",17.90,"10,431",7.65,380,23.78,5,--,"7,489",16.94,"47,446",8.97,"1,261",-26.43,80,"2,566.67","94,154",9.93,"3,203",6.20,"8,356",2.20,"7,125",8.07,"3,944",12.78,"2,027",3.31,"2,935",8.02,"10,754",19.77,796,11.64,0,--,"7,489",16.91,"47,447",8.97,16,-44.83,62,158.33,"47,445",7.65,"47,445",7.65,"1,397",-
2014M07,"104,599",0.51,"3,910",-6.10,"9,979",1.69,"7,974",2.30,"3,877",2.03,"2,400",3.45,"3,941",8.18,"11,285",-2.20,348,14.10,8,700.00,"7,728",1.05,"51,125",1.03,"1,988",-17.03,36,-5.26,"101,940",0.77,"3,215",-11.51,"9,255",-4.45,"7,785",7.14,"4,253",-1.64,"2,169",-7.03,"3,437",-3.56,"11,947",8.07,958,-2.64,0,--,"7,728",1.14,"51,125",1.03,20,-45.95,48,54.84,"50,775",0.44,"50,775",0.44,"2,659",-
2014M08,"92,417",-8.68,"3,014",1.65,"8,549",-7.26,"7,285",-6.42,"3,403",-8.37,"1,994",-14.16,"3,211",-12.70,"10,247",-11.91,413,37.67,3,50.00,"6,935",-6.91,"45,331",-9.12,"2,018",-9.43,14,-41.67,"90,606",-9.50,"3,189",-21.65,"8,709",-11.30,"6,091",-9.18,"3,878",-11.22,"2,106",-8.08,"3,060",-12.45,"10,485",-5.15,773,-15.52,0,--,"6,935",-6.98,"45,331",-9.12,11,-71.79,38,46.15,"45,068",-8.92,"45,068",-8.92,"1,811",-
