期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2010M08,"37,689,260",4.75,"15,128,551",3.54,"19,358,084",6.21,"1,478,750",-1.21,"776,579",1.56,"17,102,755",7.12,"1,885,272",2.12,"201,101",10.61,"809,313",-0.13,"107,437",1.35,2,0.00,1,0.00,"199,499",1.93,"2,136,794",18.16,"1,160,995",8.18,"28,491,504",4.43,"336,640",9.81,"2,838,832",15.00,"6,796,179",11.65,"4,267,710",5.18,"7,483,568",-2.85,"2,255,425",0.55,"4,511,584",2.18,"1,566",-19.49,"1,020,705",3.35,"936,977",24.96,"759,515",-4.27,"3,227,764",-13.05,"-44,994",--
2010M09,"37,703,846",4.67,"15,147,651",4.00,"19,375,967",5.95,"1,441,940",-1.46,"788,410",6.52,"17,145,617",6.60,"1,907,978",1.30,"182,583",1.01,"783,829",-3.28,"105,405",2.92,2,-98.96,1,0.00,"200,430",4.29,"2,099,276",14.30,"1,168,941",9.08,"28,632,537",4.69,"321,247",7.14,"2,728,374",13.65,"6,974,135",11.53,"4,214,641",4.55,"7,492,368",-2.29,"2,384,986",4.92,"4,515,387",2.15,"1,399",-39.01,"1,086,967",5.72,"890,805",27.71,"764,862",-3.42,"3,165,326",-11.03,"-104,868",--
2010M10,"37,774,762",4.13,"15,058,270",1.60,"19,468,816",6.92,"1,428,167",4.12,"793,862",10.64,"17,246,787",7.00,"1,975,887",1.08,"174,158",-9.52,"789,257",-1.76,"106,139",2.61,102,142.86,1,0.00,"202,132",4.09,"1,968,666",11.09,"1,175,221",8.78,"28,900,222",4.84,"359,949",9.64,"2,733,391",7.21,"6,984,407",9.31,"4,314,062",7.01,"7,483,590",-1.51,"2,505,382",11.83,"4,517,742",2.08,"1,699",-30.74,"1,037,294",2.04,"890,868",29.40,"762,297",-4.67,"3,197,902",-14.87,"-157,708",--
2010M11,"37,720,625",3.44,"14,808,240",-0.62,"19,550,603",6.65,"1,398,325",-2.68,"766,036",6.16,"17,386,242",7.50,"2,050,429",5.65,"189,210",1.21,"811,671",0.54,"105,971",7.03,2,0.00,1,0.00,"204,498",3.07,"1,847,536",-0.17,"1,179,588",7.69,"29,015,569",4.98,"335,949",7.00,"2,835,429",7.85,"7,011,055",9.27,"4,339,870",6.69,"7,487,867",-0.66,"2,500,263",11.31,"4,503,378",1.78,"1,758",-21.76,"1,075,868",3.65,"891,943",34.08,"766,826",-3.06,"3,222,559",-13.39,"-279,264",--
2010M12,"37,807,420",2.99,"14,590,580",-1.61,"19,852,506",6.74,"1,525,105",0.97,"791,888",7.91,"17,535,513",7.22,"2,067,752",4.80,"187,003",1.18,"790,541",-3.60,"110,064",16.65,2,0.00,1,0.00,"208,971",-0.55,"1,918,491",10.80,"1,204,824",7.31,"29,391,589",5.06,"352,769",4.60,"2,935,099",9.74,"7,173,405",8.90,"4,383,882",6.32,"7,471,306",-0.22,"2,575,206",10.00,"4,498,514",1.74,"1,408",-27.94,"1,047,773",4.19,"910,642",11.69,"800,783",0.35,"3,051,858",-10.42,"-518,540",--
2011M01,"38,290,222",3.99,"14,577,802",-1.63,"20,200,869",8.27,"1,760,402",5.85,"761,892",4.35,"17,678,575",8.69,"2,016,996",3.66,"210,681",3.70,"853,946",5.37,"109,575",-7.80,2,0.00,1,0.00,"320,350",20.25,"1,954,229",13.80,"1,585,623",32.06,"29,494,746",5.33,"369,306",3.36,"2,766,319",4.65,"7,290,170",10.46,"4,456,113",7.06,"7,527,046",0.88,"2,478,887",7.02,"4,605,369",3.23,"1,536",-14.09,"997,590",-10.95,"921,272",11.92,"793,550",0.85,"3,097,865",-5.65,"-554,653",--
2011M02,"38,580,967",4.75,"14,910,006",0.76,"20,228,337",8.42,"1,774,899",6.85,"749,676",6.91,"17,703,762",8.64,"2,039,146",3.47,"211,112",-4.08,"850,257",3.12,"110,243",-0.06,2,0.00,1,0.00,"231,863",-7.26,"2,052,107",15.14,"1,335,779",2.01,"29,660,641",5.88,"374,103",10.57,"2,832,177",10.28,"7,245,823",9.25,"4,567,822",8.75,"7,556,310",1.41,"2,459,276",7.39,"4,623,702",2.04,"1,428",-22.73,"1,007,042",1.02,"883,213",1.01,"791,216",3.57,"3,111,942",-3.78,"-260,973",--
2011M03,"38,352,638",4.39,"14,681,542",-1.10,"20,254,795",8.86,"1,713,756",7.72,"776,575",13.93,"17,764,464",8.76,"2,035,651",4.04,"214,979",-5.76,"835,966",6.47,"116,376",3.73,401,"19,950.00",1,0.00,"212,927",4.02,"1,974,304",12.46,"1,281,457",8.48,"29,689,528",5.70,"328,395",5.48,"2,902,428",11.32,"7,184,298",8.33,"4,611,392",8.63,"7,560,478",1.43,"2,491,298",7.29,"4,609,774",2.08,"1,465",-23.42,"924,199",-5.07,"870,445",-5.90,"816,309",8.83,"3,137,989",1.22,"-341,593",--
2011M04,"38,537,525",4.78,"14,770,131",0.14,"20,290,514",8.39,"1,650,334",7.09,"764,993",4.65,"17,875,187",8.68,"2,088,297",5.65,"201,724",-7.07,"850,410",5.95,"116,171",4.23,488,"24,300.00",1,0.00,"219,789",8.59,"2,085,776",17.24,"1,281,933",9.60,"29,871,586",6.04,"369,871",18.41,"2,805,528",5.90,"7,215,418",7.54,"4,707,910",10.42,"7,602,472",2.07,"2,559,303",12.27,"4,609,499",2.33,"1,585",-26.59,"915,295",-6.39,"855,033",-5.77,"822,678",9.55,"3,152,542",6.07,"-447,318",--
2011M05,"38,551,377",3.95,"14,623,260",-1.81,"20,449,579",7.99,"1,605,339",5.67,"809,257",7.09,"18,034,983",8.24,"2,081,366",6.76,"188,931",-7.45,"877,575",11.15,"118,264",8.06,369,"18,350.00",1,0.00,"212,032",4.50,"2,157,387",9.42,"1,263,090",8.28,"29,727,987",5.84,"332,178",1.75,"2,817,061",5.67,"7,174,354",9.14,"4,697,840",8.89,"7,628,841",2.45,"2,479,689",9.35,"4,596,587",2.33,"1,437",-17.79,"1,054,869",-1.45,"827,041",-10.07,"837,549",12.24,"3,164,754",5.05,"-481,300",--
2011M06,"38,632,415",4.00,"14,719,105",-1.31,"20,456,258",7.50,"1,522,302",5.88,"819,110",7.58,"18,114,846",7.64,"2,084,441",8.32,"187,240",-8.93,"859,502",12.95,"119,733",7.24,369,"18,350.00",1,0.00,"205,766",2.38,"2,224,998",20.41,"1,260,472",8.03,"29,898,921",6.03,"339,598",1.44,"2,963,079",7.57,"7,073,452",7.34,"4,715,827",8.51,"7,668,701",2.78,"2,544,049",14.22,"4,592,806",2.43,"1,409",-21.02,"1,000,769",-2.02,"866,414",-13.86,"852,343",12.96,"3,177,720",2.43,"-649,222",--
2011M07,"38,821,738",3.83,"14,805,855",-1.48,"20,558,950",7.20,"1,555,204",6.17,"837,804",8.38,"18,165,942",7.23,"2,048,377",8.45,"181,601",-10.55,"892,415",14.92,"121,404",8.18,369,"18,350.00",1,0.00,"212,766",5.23,"2,236,121",16.02,"1,274,392",9.21,"30,158,453",6.19,"392,990",6.27,"2,889,013",7.02,"7,234,439",7.17,"4,695,164",8.98,"7,715,068",3.12,"2,585,713",14.61,"4,644,733",2.44,"1,333",-20.75,"989,044",-4.93,"804,998",-16.47,"853,943",13.63,"3,215,996",-1.16,"-711,209",--
2011M08,"39,011,925",3.51,"14,811,086",-2.10,"20,769,303",7.29,"1,528,891",3.39,"847,555",9.14,"18,392,857",7.54,"2,035,866",7.99,"190,325",-5.36,"885,812",9.45,"114,258",6.35,369,"18,350.00",1,0.00,"204,905",2.71,"2,252,370",5.41,"1,265,648",9.01,"30,097,581",5.64,"339,190",0.76,"3,040,112",7.09,"7,236,661",6.48,"4,595,791",7.69,"7,775,860",3.91,"2,475,044",9.74,"4,633,587",2.70,"1,336",-14.69,"957,361",-6.21,"864,081",-7.78,"861,551",13.43,"3,239,524",0.36,"-526,191",--
2011M09,"39,617,481",5.08,"15,312,563",1.09,"20,844,370",7.58,"1,495,889",3.74,"835,870",6.02,"18,512,611",7.97,"2,074,523",8.73,"205,120",12.34,"850,930",8.56,"116,834",10.84,369,"18,350.00",1,0.00,"212,771",6.16,"2,329,069",10.95,"1,277,529",9.29,"30,223,074",5.55,"332,134",3.39,"3,003,911",10.10,"7,197,874",3.21,"4,656,342",10.48,"7,826,081",4.45,"2,571,065",7.80,"4,634,133",2.63,"1,534",9.65,"998,284",-8.16,"874,788",-1.80,"875,934",14.52,"3,363,138",6.25,"-324,335",--
2011M10,"39,531,717",4.65,"15,175,319",0.78,"20,833,449",7.01,"1,491,373",4.43,"815,402",2.71,"18,526,674",7.42,"2,110,059",6.79,"213,184",22.41,"876,099",11.00,"113,904",7.32,369,261.76,1,0.00,"209,333",3.56,"2,283,155",15.97,"1,281,622",9.05,"30,383,508",5.13,"336,442",-6.53,"2,952,021",8.00,"7,204,726",3.15,"4,754,779",10.22,"7,856,538",4.98,"2,633,762",5.12,"4,643,769",2.79,"1,471",-13.42,"941,650",-9.22,"805,066",-9.63,"880,321",15.48,"3,312,608",3.59,"-356,213",--
2011M11,"39,721,693",5.30,"15,294,567",3.28,"20,877,456",6.79,"1,427,416",2.08,"828,751",8.19,"18,621,289",7.10,"2,162,268",5.45,"213,908",13.05,"860,878",6.06,"106,173",0.19,290,"14,400.00",1,0.00,"206,152",0.81,"2,278,081",23.30,"1,281,734",8.66,"30,442,546",4.92,"339,920",1.18,"3,019,701",6.50,"7,156,059",2.07,"4,790,614",10.39,"7,892,309",5.40,"2,599,933",3.99,"4,642,330",3.09,"1,680",-4.44,"956,594",-11.09,"779,201",-12.64,"885,951",15.53,"3,339,399",3.63,"-241,813",--
2011M12,"39,918,536",5.58,"15,372,443",5.36,"20,960,771",5.58,"1,553,540",1.86,"824,558",4.13,"18,582,673",5.97,"2,199,313",6.36,"219,252",17.25,"840,816",6.36,"112,405",2.13,270,"13,400.00",1,0.00,"213,265",2.05,"2,197,026",14.52,"1,320,609",9.61,"30,782,080",4.73,"407,865",15.62,"3,013,953",2.69,"7,301,054",1.78,"4,792,661",9.32,"7,929,738",6.14,"2,678,404",4.01,"4,656,799",3.52,"1,606",14.06,"957,601",-8.61,"842,215",-7.51,"884,870",10.50,"3,184,415",4.34,"-250,280",--
2012M01,"40,281,983",5.20,"15,384,406",5.53,"21,116,601",4.53,"1,743,232",-0.98,"802,534",5.33,"18,570,835",5.05,"2,189,564",8.56,"230,901",9.60,"912,008",6.80,"121,873",11.22,270,"13,400.00",1,0.00,"326,359",1.88,"2,100,398",7.48,"1,649,429",4.02,"31,029,216",5.20,"333,519",-9.69,"2,854,711",3.20,"7,504,222",2.94,"4,790,968",7.51,"7,970,895",5.90,"2,779,946",12.14,"4,793,387",4.08,"1,568",2.08,"866,732",-13.12,"873,194",-5.22,"893,466",12.59,"3,261,730",5.29,"-392,182",--
2012M02,"40,304,954",4.47,"15,430,075",3.49,"21,127,974",4.45,"1,789,568",0.83,"766,313",2.22,"18,572,093",4.90,"2,219,318",8.84,"234,136",10.91,"927,771",9.12,"125,378",13.73,270,"13,400.00",1,0.00,"240,031",3.52,"2,093,619",2.02,"1,425,012",6.68,"31,164,017",5.07,"337,094",-9.89,"2,986,723",5.46,"7,426,587",2.49,"4,863,027",6.46,"8,030,743",6.28,"2,714,674",10.39,"4,803,580",3.89,"1,589",11.27,"858,164",-14.78,"857,763",-2.88,"887,531",12.17,"3,302,150",6.11,"-283,302",--
2012M03,"40,269,601",5.00,"15,364,707",4.65,"21,174,678",4.54,"1,880,244",9.71,"744,865",-4.08,"18,549,569",4.42,"2,230,193",9.56,"256,502",19.31,"897,114",7.31,"128,641",10.54,270,-32.67,1,0.00,"217,495",2.15,"2,096,987",6.21,"1,377,446",7.49,"31,232,593",5.20,"362,878",10.50,"2,906,955",0.16,"7,467,405",3.94,"4,902,376",6.31,"8,065,383",6.68,"2,713,284",8.91,"4,812,834",4.40,"1,478",0.89,"873,245",-5.51,"910,244",4.57,"886,316",8.58,"3,345,800",6.62,"-453,030",--
2012M04,"40,317,884",4.62,"15,263,802",3.34,"21,241,277",4.69,"1,872,583",13.47,"752,147",-1.68,"18,616,547",4.15,"2,268,497",8.63,"254,534",26.18,"934,236",9.86,"134,005",15.35,270,-44.67,1,0.00,"221,262",0.67,"2,144,723",2.83,"1,372,454",7.06,"31,196,793",4.44,"337,252",-8.82,"2,937,332",4.70,"7,413,864",2.75,"4,919,764",4.50,"8,062,721",6.05,"2,705,152",5.70,"4,819,265",4.55,"1,443",-8.96,"878,839",-3.98,"922,078",7.84,"898,381",9.20,"3,356,669",6.47,"-452,053",--
2012M05,"40,475,197",4.99,"15,324,945",4.80,"21,269,142",4.01,"1,728,664",7.68,"736,366",-9.01,"18,804,112",4.26,"2,285,929",9.83,"276,704",46.46,"967,413",10.24,"139,491",17.95,270,-26.83,1,0.00,"211,302",-0.34,"2,217,497",2.79,"1,352,835",7.11,"31,125,527",4.70,"334,162",0.60,"2,990,416",6.15,"7,343,149",2.35,"4,887,757",4.04,"8,069,123",5.77,"2,687,189",8.37,"4,813,192",4.71,539,-62.49,"947,820",-10.15,"926,287",12.00,"907,708",8.38,"3,332,128",5.29,"-334,605",--
2012M06,"40,355,422",4.46,"15,364,663",4.39,"21,093,819",3.12,"1,563,720",2.72,"729,063",-10.99,"18,801,036",3.79,"2,315,882",11.10,"282,687",50.98,"948,148",10.31,"133,692",11.66,235,-36.31,1,0.00,"216,295",5.12,"2,150,440",-3.35,"1,367,973",8.53,"31,149,071",4.18,"382,767",12.71,"2,981,239",0.61,"7,304,012",3.26,"4,900,751",3.92,"8,039,572",4.84,"2,723,986",7.07,"4,816,212",4.86,532,-62.24,"906,562",-9.41,"977,104",12.78,"927,757",8.85,"3,347,353",5.34,"-470,838",--
2012M07,"40,582,123",4.53,"15,351,354",3.68,"21,271,863",3.47,"1,594,826",2.55,"747,247",-10.81,"18,929,790",4.20,"2,334,492",13.97,"281,429",54.97,"1,000,848",12.15,"128,013",5.44,239,-35.23,-,-,"213,885",0.53,"2,260,265",1.08,"1,362,436",6.91,"31,208,161",3.48,"351,159",-10.64,"3,077,535",6.53,"7,344,824",1.53,"4,843,279",3.15,"8,068,295",4.58,"2,642,223",2.19,"4,880,357",5.07,489,-63.32,"941,260",-4.83,"964,649",19.83,"924,739",8.29,"3,391,326",5.45,"-470,713",--
2012M08,"40,854,649",4.72,"15,519,188",4.78,"21,287,345",2.49,"1,529,603",0.05,"731,095",-13.74,"19,026,647",3.45,"2,375,792",16.70,"305,552",60.54,"1,022,618",15.44,"125,754",10.06,239,-35.23,-,-,"218,161",6.47,"2,217,492",-1.55,"1,367,657",8.06,"31,465,184",4.54,"329,743",-2.79,"3,063,714",0.78,"7,501,151",3.65,"4,821,395",4.91,"8,114,350",4.35,"2,744,211",10.88,"4,890,063",5.54,557,-58.31,"896,381",-6.37,"962,132",11.35,"939,973",9.10,"3,426,724",5.78,"-420,894",--
2012M09,"40,680,217",2.68,"15,262,618",-0.33,"21,337,504",2.37,"1,542,223",3.10,"702,350",-15.97,"19,092,931",3.13,"2,388,549",15.14,"322,911",57.43,"1,030,436",21.10,"124,024",6.15,239,-35.23,-,-,"213,936",0.55,"2,171,222",-6.78,"1,377,069",7.79,"31,440,303",4.03,"380,395",14.53,"2,992,030",-0.40,"7,525,250",4.55,"4,787,767",2.82,"8,135,345",3.95,"2,720,429",5.81,"4,898,554",5.71,533,-65.25,"929,359",-6.90,"956,836",9.38,"958,621",9.44,"3,500,791",4.09,"-653,984",--
2012M10,"40,825,769",3.27,"15,267,460",0.61,"21,424,453",2.84,"1,560,770",4.65,"686,385",-15.82,"19,177,298",3.51,"2,406,384",14.04,"344,925",61.80,"1,047,529",19.57,"122,945",7.94,19,-94.85,-,-,"212,054",1.30,"2,267,863",-0.67,"1,373,288",7.15,"31,439,022",3.47,"331,397",-1.50,"3,061,681",3.71,"7,457,678",3.51,"4,778,576",0.50,"8,163,525",3.91,"2,748,238",4.35,"4,897,277",5.46,650,-55.81,"904,586",-3.94,"944,897",17.37,"967,896",9.95,"3,517,952",6.20,"-589,735",--
2012M11,"40,929,755",3.04,"15,252,315",-0.28,"21,401,108",2.51,"1,484,007",3.96,"680,179",-17.93,"19,236,922",3.31,"2,464,885",14.00,"344,168",60.90,"1,129,367",31.19,"120,287",13.29,19,-93.45,-,-,"217,606",5.56,"2,213,310",-2.84,"1,391,212",8.54,"31,597,736",3.79,"328,730",-3.29,"3,072,082",1.73,"7,494,046",4.72,"4,803,324",0.27,"8,176,759",3.60,"2,813,453",8.21,"4,908,746",5.74,596,-64.52,"934,614",-2.30,"943,429",21.08,"978,951",10.50,"3,551,806",6.36,"-681,303",--
2012M12,"41,496,610",3.95,"15,521,003",0.97,"21,650,271",3.29,"1,612,117",3.77,"693,934",-15.84,"19,344,220",4.10,"2,503,889",13.85,"370,148",68.82,"1,097,841",30.57,"119,122",5.98,19,-92.96,-,-,"234,317",9.87,"2,325,666",5.86,"1,437,529",8.85,"31,945,268",3.78,"410,493",0.64,"3,128,026",3.78,"7,676,649",5.14,"4,733,653",-1.23,"8,196,426",3.36,"2,875,311",7.35,"4,924,124",5.74,586,-63.51,"929,219",-2.96,"979,599",16.31,"1,013,405",14.53,"3,400,461",6.78,"-534,537",--
2013M01,"41,830,050",3.84,"15,449,357",0.42,"21,701,953",2.77,"1,732,587",-0.61,"677,584",-15.57,"19,291,782",3.88,"2,573,231",17.52,"382,368",65.60,"1,200,676",31.65,"128,549",5.48,969,258.89,-,-,"392,947",20.40,"1,913,814",-8.88,"1,670,077",1.25,"32,215,258",3.82,"362,418",8.66,"3,221,065",12.83,"7,690,854",2.49,"4,748,420",-0.89,"8,230,599",3.26,"2,936,920",5.65,"5,024,395",4.82,587,-62.56,"932,791",7.62,"895,422",2.55,"1,003,215",12.28,"3,432,096",5.22,"-232,623",--
2013M02,"41,837,665",3.80,"15,537,309",0.69,"21,725,855",2.83,"1,750,088",-2.21,"683,239",-10.84,"19,292,528",3.88,"2,594,990",16.93,"395,835",69.06,"1,206,568",30.05,"133,934",6.82,19,-92.96,-,-,"243,155",1.30,"1,976,605",-5.59,"1,603,055",12.49,"32,325,780",3.73,"384,610",14.10,"3,076,482",3.01,"7,810,188",5.17,"4,757,620",-2.17,"8,265,108",2.92,"2,976,055",9.63,"5,055,142",5.24,575,-63.81,"846,694",-1.34,"874,684",1.97,"1,018,177",14.72,"3,474,640",5.22,"-281,970",--
2013M03,"42,014,616",4.33,"15,625,019",1.69,"21,776,239",2.84,"1,767,523",-6.00,"670,515",-9.98,"19,338,201",4.25,"2,633,460",18.08,"422,922",64.88,"1,216,496",35.60,"130,818",1.69,19,-92.96,-,-,"209,643",-3.61,"2,042,917",-2.58,"1,510,491",9.66,"32,497,177",4.05,"371,512",2.38,"3,141,263",8.06,"7,840,166",4.99,"4,774,076",-2.62,"8,292,843",2.82,"3,016,348",11.17,"5,060,376",5.14,593,-59.88,"849,697",-2.70,"874,396",-3.94,"1,030,529",16.27,"3,495,559",4.48,"-286,150",--
2013M04,"42,064,360",4.33,"15,610,867",2.27,"21,791,630",2.59,"1,722,552",-8.01,"675,209",-10.23,"19,393,869",4.18,"2,660,374",17.27,"423,093",66.22,"1,237,959",32.51,"128,174",-4.35,19,-92.96,-,-,"212,244",-4.08,"1,995,151",-6.97,"1,499,907",9.29,"32,546,613",4.33,"343,537",1.86,"3,208,323",9.23,"7,768,898",4.79,"4,781,189",-2.82,"8,313,245",3.11,"3,063,471",13.25,"5,067,339",5.15,611,-57.66,"837,542",-4.70,"917,076",-0.54,"1,017,031",13.21,"3,542,942",5.55,"-291,902",--
2013M05,"42,393,648",4.74,"15,929,678",3.95,"21,728,047",2.16,"1,561,044",-9.70,"675,849",-8.22,"19,491,154",3.65,"2,689,892",17.67,"427,636",54.55,"1,271,914",31.48,"138,490",-0.72,19,-92.96,-,-,"207,972",-1.58,"2,031,017",-8.41,"1,492,425",10.32,"32,635,581",4.85,"337,526",1.01,"3,191,470",6.72,"7,885,080",7.38,"4,770,907",-2.39,"8,316,667",3.07,"3,069,976",14.24,"5,063,361",5.20,594,10.20,"871,197",-8.08,"863,851",-6.74,"1,018,214",12.17,"3,542,713",6.32,"-61,350",--
2013M06,"42,557,838",5.46,"16,091,784",4.73,"21,838,502",3.53,"1,550,701",-0.83,"696,786",-4.43,"19,591,015",4.20,"2,649,325",14.40,"416,001",47.16,"1,219,526",28.62,"136,419",2.04,19,-91.91,-,-,"206,262",-4.64,"2,039,736",-5.15,"1,492,244",9.08,"32,896,850",5.61,"386,218",0.90,"3,310,943",11.06,"7,847,796",7.45,"4,812,208",-1.81,"8,329,434",3.61,"3,144,929",15.45,"5,064,736",5.16,586,10.15,"904,473",-0.23,"907,153",-7.16,"1,013,260",9.22,"3,535,220",5.61,"-231,098",--
2013M07,"42,867,695",5.63,"16,156,008",5.24,"22,008,595",3.46,"1,606,049",0.70,"700,615",-6.24,"19,701,931",4.08,"2,680,307",14.81,"418,184",48.59,"1,264,989",26.39,"136,886",6.93,19,-92.05,-,-,"202,707",-5.23,"2,093,709",-7.37,"1,488,126",9.23,"33,115,216",6.11,"354,061",0.83,"3,337,198",8.44,"7,986,792",8.74,"4,778,967",-1.33,"8,348,164",3.47,"3,187,586",20.64,"5,121,822",4.95,626,28.02,"922,842",-1.96,"865,602",-10.27,"1,006,960",8.89,"3,578,526",5.52,"-203,286",--
2013M08,"43,039,427",5.35,"16,254,643",4.74,"22,012,858",3.41,"1,589,985",3.95,"691,483",-5.42,"19,731,390",3.70,"2,692,403",13.33,"412,411",34.97,"1,318,393",28.92,"131,429",4.51,19,-92.05,-,-,"217,271",-0.41,"2,178,132",-1.77,"1,493,246",9.18,"33,219,342",5.57,"389,950",18.26,"3,318,331",8.31,"8,066,455",7.54,"4,749,219",-1.50,"8,369,020",3.14,"3,205,399",16.81,"5,120,350",4.71,618,10.95,"886,510",-1.10,"855,868",-11.04,"1,009,210",7.37,"3,608,292",5.30,"-211,173",--
2013M09,"43,303,097",6.45,"16,403,519",7.48,"22,155,796",3.83,"1,542,603",0.02,"701,908",-0.06,"19,911,285",4.29,"2,705,273",13.26,"410,160",27.02,"1,271,247",23.37,"135,121",8.95,19,-92.05,-,-,"221,962",3.75,"2,359,731",8.68,"1,504,469",9.25,"33,260,641",5.79,"349,494",-8.12,"3,311,696",10.68,"8,064,976",7.17,"4,718,883",-1.44,"8,383,776",3.05,"3,303,568",21.44,"5,127,638",4.68,610,14.45,"932,122",0.30,"849,696",-11.20,"1,004,160",4.75,"3,659,034",4.52,"-266,756",--
2013M10,"43,386,180",6.27,"16,420,169",7.55,"22,184,828",3.55,"1,486,952",-4.73,"694,962",1.25,"20,002,914",4.31,"2,706,284",12.46,"414,892",20.28,"1,310,894",25.14,"135,575",10.27,19,0.00,-,-,"213,519",0.69,"2,223,920",-1.94,"1,496,866",9.00,"33,459,442",6.43,"341,705",3.11,"3,352,691",9.50,"8,087,619",8.45,"4,762,615",-0.33,"8,385,110",2.71,"3,398,584",23.66,"5,130,437",4.76,681,4.77,"874,812",-3.29,"841,154",-10.98,"1,003,480",3.68,"3,713,814",5.57,"-227,308",--
2013M11,"43,903,762",7.27,"16,770,177",9.95,"22,281,483",4.11,"1,456,052",-1.88,"697,007",2.47,"20,128,424",4.63,"2,723,920",10.51,"422,938",22.89,"1,342,834",18.90,"145,377",20.86,19,0.00,-,-,"217,014",-0.27,"2,421,029",9.38,"1,516,011",8.97,"33,522,647",6.09,"400,793",21.92,"3,361,016",9.41,"8,051,789",7.44,"4,760,741",-0.89,"8,381,813",2.51,"3,428,046",21.84,"5,137,736",4.66,713,19.63,"999,995",7.00,"888,079",-5.87,"1,001,109",2.26,"3,747,572",5.51,"-192,680",--
2013M12,"44,399,447",7.00,"17,220,781",10.95,"22,404,430",3.48,"1,460,375",-9.41,"704,415",1.51,"20,239,640",4.63,"2,718,228",8.56,"401,312",8.42,"1,286,321",17.17,"142,032",19.23,2,-89.47,-,-,"226,341",-3.40,"2,454,740",5.55,"1,555,992",8.24,"33,810,339",5.84,"380,553",-7.29,"3,548,807",13.45,"8,211,741",6.97,"4,710,445",-0.49,"8,343,732",1.80,"3,475,115",20.86,"5,139,278",4.37,668,13.99,"873,225",-6.03,"972,089",-0.77,"1,020,927",0.74,"3,644,467",7.18,"67,668",--
2014M01,"45,428,085",8.60,"17,776,012",15.06,"22,606,982",4.17,"1,623,414",-6.30,"705,329",4.09,"20,278,239",5.11,"2,746,080",6.72,"401,866",5.10,"1,377,035",14.69,"182,683",42.11,1,-99.90,-,-,"337,426",-14.13,"2,741,081",43.23,"1,980,986",18.62,"33,956,387",5.40,"415,829",14.74,"3,307,136",2.67,"8,427,714",9.58,"4,713,970",-0.73,"8,381,247",1.83,"3,445,481",17.32,"5,264,317",4.78,693,18.06,"899,656",-3.55,"922,763",3.05,"1,011,798",0.86,"3,724,822",8.53,"190,592",--
